run_id,commit,eda_run_id,eda_commit,job_id,job_conclusion,variant,top,period_ns,timing_pass,electrical_pass,routing_pass,strict_physical_pass,fail_reasons,setup_slack_ns,hold_slack_ns,setup_tns_ns,hold_tns_ns,max_data_arrival_ns,max_cap_violations,worst_max_cap_slack_ff,max_transition_violations,max_fanout_violations,logical_cells,dffs,logical_area_um2,cts_repair_timing_calls,cts_hold_buffers,grt_hold_buffers,grt_repair_design_buffers,routed_wire_um,vias,detailed_route_drc,antenna_net_violations,antenna_pin_violations,final_evidence_complete,final_odb_bytes,final_def_bytes,final_gds_bytes,final_netlist_bytes,final_sdc_bytes,final_spef_bytes
33963569490,8af456f6feb5f80556d37e778cae7a98ffab7f1d,33963084077,e53bb9e3e6530110715e88ad6ffd3931f9e4cb4b,101299601851,success,v36,kernel_v36rcm,3.25,false,true,true,false,setup,-0.0538,0.0307,-0.1787,0.0000,3.4455,0,,0,0,66556,168,73608.052,1,2,0,0,642838,393661,0,0,0,true,90088925,50025819,48096406,6116153,67541,62598112
33963569490,8af456f6feb5f80556d37e778cae7a98ffab7f1d,33963084077,e53bb9e3e6530110715e88ad6ffd3931f9e4cb4b,101299601980,success,v43,kernel_v43sj17,3.20,true,false,true,false,electrical,0.0472,0.0227,0.0000,0.0000,3.2898,2,-2.9823,0,0,22444,168,26131.840,1,10,0,5,294633,143788,0,0,0,true,39809111,20492752,19703608,1992158,67542,23074396
33963569490,8af456f6feb5f80556d37e778cae7a98ffab7f1d,33963084077,e53bb9e3e6530110715e88ad6ffd3931f9e4cb4b,101299601858,success,v43,kernel_v43sj17,3.15,true,false,true,false,electrical,0.0512,0.0150,0.0000,0.0000,3.2261,1,-2.2129,0,0,22914,168,26604.256,1,7,0,3,297279,145818,0,0,0,true,40221059,20754098,19952700,2026319,67542,23575724
